nj,d,d_nj,fte,bk,kfc,roys,wendys,co_owned,centralj,southj,pa1,pa2,demp,restaurant_id,treat,post,did,state,period
1,0,0,16.5,1,0,0,0,0,0,1,0,0,-2.25,239,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,7.0,1,0,0,0,0,0,1,0,0,9.5,240,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,11.0,1,0,0,0,0,0,1,0,0,-11.0,241,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.5,1,0,0,0,0,0,1,0,0,28.0,242,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.0,0,1,0,0,1,0,1,0,0,5.5,243,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.0,0,1,0,0,1,0,1,0,0,-2.5,244,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.0,0,1,0,0,1,0,1,0,0,-3.0,245,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,12.5,0,1,0,0,1,0,1,0,0,-1.5,246,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,8.0,0,1,0,0,1,0,1,0,0,0.5,247,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,12.0,0,0,1,0,1,0,1,0,0,-12.0,248,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,20.5,0,0,1,0,1,0,1,0,0,-5.5,249,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,18.5,0,0,1,0,1,0,1,0,0,-5.0,250,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,11.5,0,0,1,0,1,0,1,0,0,1.0,251,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.0,0,0,1,0,1,0,1,0,0,-2.5,252,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.0,0,0,1,0,1,0,1,0,0,-0.5,253,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.0,0,0,1,0,1,0,1,0,0,0.0,254,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.0,0,0,0,1,0,0,1,0,0,-3.5,255,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.0,0,0,0,1,0,0,1,0,0,-1.0,256,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,20.5,0,0,0,1,0,0,1,0,0,3.0,257,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.5,1,0,0,0,0,0,0,0,0,,258,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.5,1,0,0,0,1,0,0,0,0,14.5,259,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,30.5,0,0,1,0,1,0,0,0,0,2.0,260,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,23.0,0,0,1,0,0,0,0,0,0,-1.5,261,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.0,0,0,1,0,1,0,0,0,0,7.0,262,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,30.25,0,0,1,0,1,0,0,0,0,13.25,263,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,18.0,0,0,0,1,0,0,0,0,0,-0.5,264,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.0,1,0,0,0,0,0,1,0,0,-3.0,265,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.5,1,0,0,0,0,0,1,0,0,,266,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.0,1,0,0,0,0,0,1,0,0,5.0,267,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,25.5,1,0,0,0,1,0,1,0,0,-3.5,268,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,6.0,1,0,0,0,0,0,1,0,0,1.0,269,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,11.5,0,1,0,0,0,0,1,0,0,2.5,270,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,8.5,0,1,0,0,0,0,1,0,0,18.5,271,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,18.5,0,0,1,0,1,0,1,0,0,0.0,272,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.5,0,0,1,0,1,0,1,0,0,-4.0,273,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,14.25,1,0,0,0,0,1,0,0,0,1.75,274,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,38.0,1,0,0,0,0,0,1,0,0,-13.0,275,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,24.75,1,0,0,0,1,0,1,0,0,5.75,276,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,23.0,1,0,0,0,1,0,1,0,0,-11.5,277,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,24.0,1,0,0,0,0,0,1,0,0,1.5,278,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,7.5,0,1,0,0,1,0,1,0,0,2.0,279,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.0,0,1,0,0,1,0,1,0,0,-3.5,280,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,9.25,0,1,0,0,1,0,1,0,0,2.75,281,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,11.25,0,0,1,0,1,1,0,0,0,-11.25,282,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,16.5,0,0,1,0,1,0,1,0,0,0.5,283,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,18.75,0,0,1,0,1,0,1,0,0,5.25,284,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.5,0,0,1,0,1,0,0,0,0,,285,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,21.75,0,0,1,0,1,0,1,0,0,,286,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.5,0,0,0,1,0,1,0,0,0,0.0,287,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.0,1,0,0,0,1,0,1,0,0,2.0,288,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.5,1,0,0,0,0,0,1,0,0,10.5,289,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.5,1,0,0,0,0,0,1,0,0,4.0,290,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,,0,1,0,0,0,0,1,0,0,,291,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.5,0,1,0,0,0,0,1,0,0,4.0,292,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,16.5,0,1,0,0,0,0,1,0,0,3.5,293,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.5,0,0,1,0,0,0,1,0,0,1.0,294,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.0,0,0,0,1,0,0,1,0,0,1.5,295,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,11.5,1,0,0,0,1,0,0,0,0,-11.5,296,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,29.05,1,0,0,0,0,0,0,0,0,2.45,297,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,13.0,1,0,0,0,0,0,0,0,0,-1.5,298,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,18.0,1,0,0,0,0,0,0,0,0,2.0,299,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,30.0,1,0,0,0,0,0,0,0,0,4.0,300,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,20.5,1,0,0,0,0,0,0,0,0,4.5,301,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.0,1,0,0,0,0,0,0,0,0,0.0,302,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,,1,0,0,0,0,0,0,0,0,,303,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,26.0,1,0,0,0,0,0,0,0,0,-1.0,304,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,12.5,1,0,0,0,0,0,0,0,0,10.5,305,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.5,0,1,0,0,0,0,0,0,0,-2.0,306,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,12.0,0,1,0,0,1,0,0,0,0,11.0,307,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,36.0,0,0,1,0,1,0,0,0,0,-10.0,308,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,21.0,0,0,1,0,1,0,0,0,0,-4.5,309,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,24.5,0,0,1,0,1,0,0,0,0,11.0,310,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,20.0,0,0,1,0,1,0,0,0,0,11.0,311,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,26.5,0,0,1,0,1,0,0,0,0,-3.5,312,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,15.0,0,0,1,0,0,0,0,0,0,7.5,313,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.0,0,0,1,0,1,0,0,0,0,2.5,314,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,17.5,0,0,1,0,1,0,0,0,0,-5.5,315,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,20.5,1,0,0,0,0,0,0,0,0,0.0,316,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,21.0,1,0,0,0,0,0,0,0,0,4.0,317,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,10.5,0,1,0,0,0,1,0,0,0,-2.0,318,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,23.0,1,0,0,0,0,0,0,0,0,-10.0,319,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,23.0,1,0,0,0,0,0,0,0,0,-1.5,320,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,29.0,1,0,0,0,0,0,0,0,0,-6.0,321,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,21.0,1,0,0,0,1,0,0,0,0,4.5,322,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,41.5,1,0,0,0,0,0,0,0,0,-20.0,323,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,12.0,0,1,0,0,1,0,0,0,0,-2.5,324,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,33.0,0,1,0,0,1,0,0,0,0,3.5,325,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,6.5,0,1,0,0,0,0,0,0,0,9.5,326,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,9.0,0,1,0,0,1,0,0,0,0,14.75,327,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,9.75,0,1,0,0,1,0,0,0,0,7.75,328,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,24.5,0,0,1,0,1,0,0,0,0,-4.0,329,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,14.0,0,0,0,1,0,0,0,0,0,6.5,330,1,0,0,New Jersey,Pre (Feb 1992)
1,0,0,19.5,0,0,0,1,0,0,0,0,0,5.5,331,1,0,0,New Jersey,Pre (Feb 1992)
1,1,1,27.0,1,0,0,0,0,1,0,0,0,12.0,1,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,1,0,0,0,0,1,0,0,0,6.5,2,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,0,0,1,0,0,1,0,0,0,-1.0,3,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.5,0,0,1,0,1,0,0,0,0,2.25,4,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,34.5,1,0,0,0,0,0,0,0,0,13.0,5,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,0,0,0,0,0,1.0,6,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,0,0,0,1,0,0,0,0,0,-27.5,7,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.0,1,0,0,0,0,0,0,0,0,,8,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,38.0,1,0,0,0,0,0,0,0,0,17.0,9,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,36.0,0,0,0,1,0,0,1,0,0,8.0,10,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,0,0,1,0,0,1,0,0,6.0,11,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,0,0,0,0,0,0.0,12,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,0,0,1,0,1,0,0,0,0,-6.5,13,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,53.0,0,0,0,1,0,0,0,0,0,34.0,14,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,1,0,0,0,0,0,1,0,0,0.0,15,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,1,0,0,0,1,0,1,0,0,-0.5,16,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,45.0,1,0,0,0,1,0,0,0,0,17.5,17,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,8.0,0,0,1,0,1,1,0,0,0,3.0,18,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,1,0,0,0,1,0,0,0,-0.5,19,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,1,0,0,0,0,0,0,0,0,-17.5,20,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.5,0,1,0,0,1,1,0,0,0,-5.5,21,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.5,0,1,0,0,0,0,0,0,0,-2.5,22,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.5,0,1,0,0,0,1,0,0,0,3.5,23,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,0,0,1,0,0,0,0,0,0,-9.5,24,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,33.5,0,0,0,1,0,1,0,0,0,15.5,25,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,37.0,0,0,1,0,0,0,0,0,0,2.0,26,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,0,1,0,1,0,0,0,0,-3.0,27,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,0,0,0,1,0,0,0,0,0,-8.0,28,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,33.0,0,0,0,1,0,0,0,0,0,14.75,29,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,0,1,0,0,0,0,0,,30,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,0,1,0,0,0,0.5,31,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.5,1,0,0,0,1,1,0,0,0,8.5,32,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,1,0,0,0,1,0,0,0,-1.5,33,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,0,1,0,0,0,0,0,,34,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.5,0,0,0,1,0,0,0,0,0,3.5,35,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.0,0,1,0,0,1,1,0,0,0,0.75,36,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,0,0,1,0,0,1,0,0,0,-13.0,37,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.0,0,0,1,0,0,1,0,0,0,-9.5,38,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.5,0,0,0,1,0,1,0,0,0,,39,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,0,1,0,1,0,0,0,,40,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,0,0,0,1,0,1,0,0,0,-2.5,41,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,1,0,0,0,0,0,0,0,0,1.5,42,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.0,1,0,0,0,0,0,0,0,0,-5.75,43,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,0,0,0,0,3.0,44,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,0.0,1,0,0,0,0,0,0,0,0,-10.0,45,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.75,1,0,0,0,0,0,0,0,0,-22.75,46,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,1,0,0,0,0,0,0,0,2.5,47,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,36.0,0,0,1,0,1,0,0,0,0,11.5,48,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.0,0,0,1,0,1,0,0,0,0,-3.0,49,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,0,1,0,1,0,0,0,0,-7.5,50,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,0,0,0,1,0,0,0,0,0,-5.5,51,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,1,0,0,0,1,0,0,0,0,-5.5,52,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,34.0,1,0,0,0,1,0,0,0,0,11.0,53,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.75,0,0,1,0,0,0,0,0,0,-0.25,54,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.0,0,0,1,0,1,0,0,0,0,-4.0,55,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,0,0,1,1,0,0,0,0,-3.5,56,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,0,0,0,0,0,-11.5,57,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.0,1,0,0,0,0,0,0,0,0,7.0,58,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,0,0,1,0,1,0,0,0,0,-10.0,59,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,0,0,1,0,0,0,0,0,0,,60,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,0,0,1,0,1,0,0,0,0,-13.0,61,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,0,1,0,0,0,0,0,0,-4.0,62,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,0,1,0,0,3.5,63,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,23.25,1,0,0,0,1,0,1,0,0,0.25,64,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,1,0,1,0,0,2.0,65,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.0,0,1,0,0,1,0,1,0,0,-0.5,66,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,1,0,1,0,0,0.0,67,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,1,0,0,1,0,1,0,0,2.5,68,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.5,1,0,0,0,1,0,0,0,0,-2.5,69,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.0,0,1,0,0,1,0,0,0,0,5.0,70,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,6.5,0,1,0,0,1,0,0,0,0,-12.5,71,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,0,1,0,0,0,0,1,0,0,-1.5,72,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.5,0,1,0,0,0,0,1,0,0,-1.5,73,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,46.5,0,0,1,0,0,0,1,0,0,-1.5,74,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,0,0,1,0,1,0,1,0,0,-19.0,75,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.0,0,0,0,1,0,0,1,0,0,1.0,76,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,13.0,1,0,0,0,0,0,1,0,0,-5.0,77,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.0,0,0,1,0,1,0,1,0,0,-7.0,78,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,0,0,1,0,0,1,0,0,-5.0,79,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,0,0,1,0,0,1,0,0,-2.5,80,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,0,0,0,1,0,0,0,0,0,9.5,81,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,1,0,0,0,0,0,0,0,0,-0.5,82,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,29.5,1,0,0,0,1,0,0,0,0,5.5,83,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,1,0,0,0,0,0,0,0,0,-17.5,84,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,31.5,1,0,0,0,1,0,0,0,0,13.5,85,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.5,1,0,0,0,0,0,0,0,0,3.5,86,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,0,0,1,0,1,0,0,0,0,,87,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.0,0,0,0,1,1,0,0,0,0,-1.5,88,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,14.5,0,0,0,1,1,0,0,0,0,2.5,89,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,1,0,0,0,0,0,0,0,0,-24.5,90,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,44.0,1,0,0,0,0,1,0,0,0,9.0,91,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,1,0,0,0,0,1,0,0,0,-0.5,92,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,0,1,0,0,0,-5.0,93,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,0,0,1,0,0,1,0,0,0,5.0,94,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,29.0,0,0,1,0,0,1,0,0,0,5.0,95,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.5,0,0,0,1,0,1,0,0,0,,96,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,1,0,0,0,0,1,0,0,0,-16.0,97,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,1,0,0,0,-2.5,98,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,27.0,1,0,0,0,0,1,0,0,0,-2.0,99,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,1,0,0,0,5.25,100,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.5,0,1,0,0,0,1,0,0,0,-5.0,101,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.0,0,0,1,0,0,1,0,0,0,-1.5,102,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,18.5,0,0,1,0,0,1,0,0,0,-2.5,103,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.5,0,0,1,0,0,1,0,0,0,11.5,104,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.0,0,0,1,0,0,1,0,0,0,1.5,105,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,33.0,1,0,0,0,0,0,1,0,0,9.5,106,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,7.5,0,1,0,0,0,0,1,0,0,-6.5,107,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,0,1,0,0,0,1,0,0,-2.0,108,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,1,0,0,0,0,0,0,0,0,8.5,109,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,29.0,1,0,0,0,0,1,0,0,0,2.5,110,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,0,1,0,0,0,0,0,0,0,2.0,111,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,9.5,0,1,0,0,0,0,0,0,0,4.0,112,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,0,0,1,0,0,0,0,0,0,-5.75,113,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,0,0,1,0,1,0,0,0,0,2.0,114,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,25.0,0,0,0,1,0,0,0,0,0,-7.25,115,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.0,1,0,0,0,0,1,0,0,0,-4.0,116,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.0,1,0,0,0,1,0,0,0,0,,117,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,1,0,0,0,0,0,0,0,0,-8.0,118,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,,1,0,0,0,0,0,0,0,0,,119,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,35.0,1,0,0,0,0,0,0,0,0,8.0,120,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.75,1,0,0,0,0,0,0,0,0,-0.75,121,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,24.5,1,0,0,0,0,0,0,0,0,-13.5,122,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,16.5,1,0,0,0,0,0,0,0,0,0.0,123,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,30.0,1,0,0,0,0,0,0,0,0,-20.0,124,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,39.0,1,0,0,0,0,0,0,0,0,18.5,125,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.0,0,1,0,0,0,0,0,0,0,10.5,126,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,1,0,0,0,0,0,0,0,-1.0,127,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,38.5,0,0,1,0,1,0,0,0,0,10.5,128,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,0,0,1,0,1,0,0,0,0,-1.5,129,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,21.0,0,0,0,1,0,0,0,0,0,,130,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,32.0,1,0,0,0,0,1,0,0,0,8.0,131,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,1,0,0,0,0,1,0,0,0,-1.5,132,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,1,0,0,0,0,1,0,0,0,,133,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,0,1,0,0,3.0,134,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,1,0,0,0,1,1,0,0,0,-4.0,135,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.0,1,0,0,0,1,1,0,0,0,3.0,136,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,22.5,1,0,0,0,1,0,0,0,0,2.0,137,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,10.0,0,1,0,0,0,1,0,0,0,-13.5,138,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,1,0,0,0,0,0,0,0,3.0,139,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,11.0,0,1,0,0,0,1,0,0,0,1.0,140,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,12.5,0,1,0,0,0,1,0,0,0,-1.5,141,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,59.0,0,0,1,0,1,1,0,0,0,-26.0,142,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,0,0,1,0,0,1,0,0,0,4.0,143,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,15.5,0,0,1,0,0,0,1,0,0,-6.0,144,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,19.0,0,0,0,1,0,1,0,0,0,-34.0,145,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,26.5,1,0,0,0,0,0,0,0,0,2.5,146,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,17.5,1,0,0,0,0,0,0,0,0,-3.0,147,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,20.5,1,0,0,0,1,0,0,0,0,6.0,148,1,1,1,New Jersey,Post (Nov 1992)
1,1,1,28.0,1,0,0,0,0,0,0,0,0,3.0,149,1,1,1,New Jersey,Post (Nov 1992)
